"","system.index","CATEGORIA","COD_UICN","NOMBRE","SQ_KM","SUBCAT","sqKmLost","landCoverCode","year","key","sqKmBurned"
"2197","2_0000e7b63274d2ef20cb","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo de Los Muertos",0.056,"REFUGIO DE VIDA SILVESTRE",NA,"37",2011,"2_0000e7b63274d2ef20cb_lc37",NA
"2198","2_00004a63f1e19d9dc549","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Ratas",0.085,"REFUGIO DE VIDA SILVESTRE",NA,"37",2011,"2_00004a63f1e19d9dc549_lc37",NA
"2199","2_0000c1d4fc2bca9aede6","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Monte Cristo",0.065,"REFUGIO DE VIDA SILVESTRE",NA,"37",2011,"2_0000c1d4fc2bca9aede6_lc37",NA
"2200","2_0000b11c328527a41d3a","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Monte Grande",0.044,"REFUGIO DE VIDA SILVESTRE",NA,"37",2011,"2_0000b11c328527a41d3a_lc37",NA
"2201","2_00008e80f2d926772940","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",249.823,"SANTUARIO DE MAMIFEROS MARINOS",0,"37",2011,"2_00008e80f2d926772940_lc37",0
"2202","2_0000bd5af867d08dad2a","Área de Protección Estricta","Ia - UICN","Villa Elisa",0.426,"RESERVA CIENTIFICA",0,"37",2011,"2_0000bd5af867d08dad2a_lc37",0
"2203","2_00005799cde1d3c8968f","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.004,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_00005799cde1d3c8968f_lc37",NA
"2204","2_0000d3607a592751e875","Área de Protección Estricta","Ia - UICN","Estero Hondo",32.543,"SANTUARIO DE MAMIFEROS MARINOS",0,"37",2011,"2_0000d3607a592751e875_lc37",0
"2205","2_00004ec5e618ccf6f534","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_00004ec5e618ccf6f534_lc37",NA
"2206","2_00009e526faa305f4ab4","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_00009e526faa305f4ab4_lc37",NA
"2207","2_00007c7ac5cbcdde2869","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_00007c7ac5cbcdde2869_lc37",NA
"2208","2_0000936b865088f2037a","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_0000936b865088f2037a_lc37",NA
"2209","2_0000d7645f798cd8f682","Parque Nacional","II - UICN","La Hispaniola",54.826,"PARQUE NACIONAL",0.0108022043566895,"37",2011,"2_0000d7645f798cd8f682_lc37",0
"2210","2_00001bccad1eac18ffb2","Área de Manejo de Hábitat/Especies","IV - UICN","Bahia de Luperón",18.685,"REFUGIO DE VIDA SILVESTRE",0,"37",2011,"2_00001bccad1eac18ffb2_lc37",0
"2211","2_000089ce49ef107125ba","Monumento Natural","III - UICN","Salto de La Damajagua",5.526,"MONUMENTO NATURAL",0,"37",2011,"2_000089ce49ef107125ba_lc37",0
"2212","2_0000201a330e4d485f8b","Parque Nacional","II - UICN","La Hispaniola",0,"PARQUE NACIONAL",NA,"37",2011,"2_0000201a330e4d485f8b_lc37",NA
"2213","2_00001842bfd669ef0112","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",0,"37",2011,"2_00001842bfd669ef0112_lc37",0
"2214","2_000016221aff5d185318","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_000016221aff5d185318_lc37",NA
"2215","2_0000ed5220f882efc1b6","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_0000ed5220f882efc1b6_lc37",NA
"2216","2_000020883b0a537fd098","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.1,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_000020883b0a537fd098_lc37",NA
"2217","2_0000bfad6b8bd304a9ce","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_0000bfad6b8bd304a9ce_lc37",NA
"2218","2_0000c62e6a5bb287626f","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_0000c62e6a5bb287626f_lc37",NA
"2219","2_00007ac82954256a02c7","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.011,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_00007ac82954256a02c7_lc37",NA
"2220","2_00004ae68a389f949498","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_00004ae68a389f949498_lc37",NA
"2221","2_00004ab515037238d832","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"37",2011,"2_00004ab515037238d832_lc37",NA
"2222","2_000051671fc009131ce3","Paisaje Protegido","VI - UICN","Entrada de Mao",54.367,"VIA PANORAMICA",0.00948266147512877,"37",2011,"2_000051671fc009131ce3_lc37",0
"2223","2_0000f9514c545894c37c","Parque Nacional","II - UICN","Picky Lora",112.276,"PARQUE NACIONAL",0.0201402954527492,"37",2011,"2_0000f9514c545894c37c_lc37",0
"2224","2_0000cbddd9fb265c6f27","Monumento Natural","III - UICN","Diego de Ocampo",25.344,"MONUMENTO NATURAL",0,"37",2011,"2_0000cbddd9fb265c6f27_lc37",0
"2225","2_00007862393053c11690","Monumento Natural","III - UICN","La Tinaja",29.519,"MONUMENTO NATURAL",0,"37",2011,"2_00007862393053c11690_lc37",0
"2226","2_0000c010c0482b7d1e56","Paisaje Protegido","VI - UICN","Carretera Santiago - La Cumbre - Puerto Plata",20.98,"VIA PANORAMICA",0.00964999772133741,"37",2011,"2_0000c010c0482b7d1e56_lc37",0
"2227","2_00001abdd7635f769e12","Monumento Natural","III - UICN","La Ceiba",0.008,"MONUMENTO NATURAL",0,"37",2011,"2_00001abdd7635f769e12_lc37",0
"2228","2_0000710ddb2eeceb6ad3","Área de Protección Estricta","Ia - UICN","Dicayagua",1.146,"RESERVA CIENTIFICA",0.000515530276233149,"37",2011,"2_0000710ddb2eeceb6ad3_lc37",0
"2229","2_00006e10ac563b6026cb","Monumento Natural","III - UICN","Loma Isabel de Torres",16.605,"MONUMENTO NATURAL",0,"37",2011,"2_00006e10ac563b6026cb_lc37",0
"2230","2_0000930bf269bf6132dd","Monumento Natural","III - UICN","Los Cacheos",55.77,"MONUMENTO NATURAL",0,"37",2011,"2_0000930bf269bf6132dd_lc37",0
"2231","2_00001076cc0dbf02a873","Monumento Natural","III - UICN","Las Caobas",105.472,"MONUMENTO NATURAL",2.07701809512868e-05,"37",2011,"2_00001076cc0dbf02a873_lc37",0
"2232","2_000013948a662e11f76e","Parque Nacional","II - UICN","Lago Enriquillo e Isla Cabritos",404.934,"PARQUE NACIONAL",0.0027250093560791,"37",2011,"2_000013948a662e11f76e_lc37",0
"2233","2_00009037357626787af3","Monumento Natural","III - UICN","Manantiales de Las Barías",1.238,"MONUMENTO NATURAL",0,"37",2011,"2_00009037357626787af3_lc37",0
"2234","2_0000d40380d6a203639e","Monumento Natural","III - UICN","Manantiales de Las Barías",0,"MONUMENTO NATURAL",0,"37",2011,"2_0000d40380d6a203639e_lc37",0
"2235","2_0000f8bd717b84eaf95f","Área de Protección Estricta","Ib - UICN","Loma Charco Azul",174.189,"RESERVA BIOLOGICA",0,"37",2011,"2_0000f8bd717b84eaf95f_lc37",0
"2236","2_0000b976ab335384d796","Parque Nacional","II - UICN","Sierra de Bahoruco",1092.27,"PARQUE NACIONAL",0,"37",2011,"2_0000b976ab335384d796_lc37",0
"2237","2_0000daaed3084ee2efdf","Parque Nacional","II - UICN","Jaragua",1535.015,"PARQUE NACIONAL",0,"37",2011,"2_0000daaed3084ee2efdf_lc37",0
"2238","2_0000b355f0bea1f5565b","Paisaje Protegido","VI - UICN","Playa de Cabo Rojo - Pedernales",17.517,"AREA NACIONAL DE RECREO",0,"37",2011,"2_0000b355f0bea1f5565b_lc37",0
"2239","2_000063c12bd4075f6f78","Paisaje Protegido","VI - UICN","Mirador del Paraíso",21.359,"VIA PANORAMICA",0.0123464545821677,"37",2011,"2_000063c12bd4075f6f78_lc37",0
"2240","2_0000228295ccf706523d","Área de Manejo de Hábitat/Especies","IV - UICN","Arrecifes del Suroeste",2707.428,"SANTUARIO MARINO",0,"37",2011,"2_0000228295ccf706523d_lc37",0
"2241","2_0000329a90bc16ab6b31","Área de Manejo de Hábitat/Especies","III - UICN","Monumento Natural Miguel Domingo Fuerte",33.529,"REFUGIO DE VIDA SILVESTRE",NA,"37",2011,"2_0000329a90bc16ab6b31_lc37",NA
"2242","2_0000f36b60883ecf46f3","Paisaje Protegido","VI - UICN","Carretera Cabral - Polo",10.156,"VIA PANORAMICA",0,"37",2011,"2_0000f36b60883ecf46f3_lc37",0
"2243","2_0000c39feb1e32715a4c","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Cabral o Rincón",56.035,"REFUGIO DE VIDA SILVESTRE",0,"37",2011,"2_0000c39feb1e32715a4c_lc37",0
"2244","2_000073bdf19394f4dbf3","Parque Nacional","II - UICN","La Gran Sabana",219.576,"PARQUE NACIONAL",0.00522270672363281,"37",2011,"2_000073bdf19394f4dbf3_lc37",0
"2245","2_0000f25b62449a8127e2","Monumento Natural","III - UICN","Las Marías",4.505,"MONUMENTO NATURAL",0.000840488609619141,"37",2011,"2_0000f25b62449a8127e2_lc37",0
"2246","2_0000aaf22e4a1778d2fe","Parque Nacional","II - UICN","Sierra Martín García",261.503,"PARQUE NACIONAL",0,"37",2011,"2_0000aaf22e4a1778d2fe_lc37",0
"2247","2_00006d71f3302d656ffd","Área de Manejo de Hábitat/Especies","IV - UICN","Humedales del Bajo Yaque del Sur",58.462,"REFUGIO DE VIDA SILVESTRE",0,"37",2011,"2_00006d71f3302d656ffd_lc37",0
"2248","2_000013fc60e8e64f2222","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó Mar",587.51,"PARQUE NACIONAL",0,"37",2011,"2_000013fc60e8e64f2222_lc37",0
"2249","2_0000f715b6624dfea4a3","Área de Manejo de Hábitat/Especies","IV - UICN","Manglares de Puerto Viejo",11.134,"REFUGIO DE VIDA SILVESTRE",0,"37",2011,"2_0000f715b6624dfea4a3_lc37",0
"2250","2_0000e81eb0fb46a080fc","Reserva Natural","V - UICN","Loma El 20",0,"RESERVA FORESTAL",0.00124776887878418,"37",2011,"2_0000e81eb0fb46a080fc_lc37",0
"2251","2_0000fc578a88ccdcc327","Monumento Natural","III - UICN","Las Dunas de las Calderas",17.479,"MONUMENTO NATURAL",0,"37",2011,"2_0000fc578a88ccdcc327_lc37",0
"2252","2_0000ac2646d4a6099d21","Paisaje Protegido","VI - UICN","Playa Larga",15,"AREA NACIONAL DE RECREO",NA,"37",2011,"2_0000ac2646d4a6099d21_lc37",NA
"2253","2_0000c38714327f80e05d","Paisaje Protegido","VI - UICN","Playa Blanca",6.663,"AREA NACIONAL DE RECREO",NA,"37",2011,"2_0000c38714327f80e05d_lc37",NA
"2254","2_00002d1be82f4bcd74c6","Paisaje Protegido","VI - UICN","Bahía de las Águilas",39.89,"AREA NACIONAL DE RECREO",NA,"37",2011,"2_00002d1be82f4bcd74c6_lc37",NA
"2255","2_0000db6f74a1140a48ec","Paisaje Protegido","VI - UICN","Autopista 6 de Noviembre",3.64,"CORREDOR ECOLOGICO",0,"38",2011,"2_0000db6f74a1140a48ec_lc38",0
"2256","2_0000c451075b23e5802d","Paisaje Protegido","VI - UICN","Autopista 6 de Noviembre",3.64,"CORREDOR ECOLOGICO",0,"38",2011,"2_0000c451075b23e5802d_lc38",0
"2257","2_0000bf93afe62ed07a2c","Reserva Natural","V - UICN","Cerro de Bocanigua",29.208,"RESERVA FORESTAL",NA,"38",2011,"2_0000bf93afe62ed07a2c_lc38",NA
"2258","2_00000ff7eb15b950099d","Monumento Natural","III - UICN","Don Rafael Herrera Cabral",0.495,"AREA DE PROTECCION ESPECIAL",NA,"38",2011,"2_00000ff7eb15b950099d_lc38",NA
"2259","2_0000fa283ee10d34e2a8","Parque Nacional","II - UICN","Máximo Gómez",42.295,"PARQUE NACIONAL",0,"38",2011,"2_0000fa283ee10d34e2a8_lc38",0
"2260","2_00004c9de295cee01390","Parque Nacional","II - UICN","Luis Quin",197.294,"PARQUE NACIONAL",0.000764265673828125,"38",2011,"2_00004c9de295cee01390_lc38",0
"2261","2_00004e3d4ddc6137c059","Área de Protección Estricta","Ia - UICN","Loma Barbacoa",13.708,"RESERVA CIENTIFICA",NA,"38",2011,"2_00004e3d4ddc6137c059_lc38",NA
"2262","2_00003d834babc82df9c7","Monumento Natural","III - UICN","Reserva Antropológica Cuevas de Borbón o del Pomier",5.022,"MONUMENTO NATURAL",0,"38",2011,"2_00003d834babc82df9c7_lc38",0
"2263","2_000016ca712539e81bfc","Paisaje Protegido","V - UICN","Boca de Nigua",5.815,"AREA NACIONAL DE RECREO",NA,"38",2011,"2_000016ca712539e81bfc_lc38",NA
"2264","2_0000fcf7e3fe8b2b437b","Parque Nacional","II - UICN","Submarino La Caleta",11.153,"PARQUE NACIONAL SUBMARINO",0,"38",2011,"2_0000fcf7e3fe8b2b437b_lc38",0
"2265","2_0000764c442957d5ae5b","Paisaje Protegido","VI - UICN","Autopista Juan Bosch",5.556,"CORREDOR ECOLOGICO",0,"38",2011,"2_0000764c442957d5ae5b_lc38",0
"2266","2_0000f8c06163f8b84756","Área de Manejo de Hábitat/Especies","IV - UICN","Arrecifes del Sureste",7860.712,"SANTUARIO MARINO",0,"38",2011,"2_0000f8c06163f8b84756_lc38",0
"2267","2_000020f3c6a1c4dc9cab","Monumento Natural","III - UICN","Isla Catalina",16.239,"MONUMENTO NATURAL",0,"38",2011,"2_000020f3c6a1c4dc9cab_lc38",0
"2268","2_0000039059b3d9d553f4","Paisaje Protegido","VI - UICN","Guaraguao - Punta Catuano",18.595,"AREA NACIONAL DE RECREO",0,"38",2011,"2_0000039059b3d9d553f4_lc38",0
"2269","2_0000fd9913b1b9492eed","Parque Nacional","II - UICN","Cotubanamá  (Del Este)",796.405,"PARQUE NACIONAL",0,"38",2011,"2_0000fd9913b1b9492eed_lc38",0
"2270","2_0000e0ce5136adb372f8","Área de Manejo de Hábitat/Especies","IV - UICN","Lagunas de Bávaro y El Caletón",6.4,"REFUGIO DE VIDA SILVESTRE",0,"38",2011,"2_0000e0ce5136adb372f8_lc38",0
"2271","2_00000ebf3113d6c1215e","Monumento Natural","III - UICN","Hoyo Claro",39.296,"MONUMENTO NATURAL",0,"38",2011,"2_00000ebf3113d6c1215e_lc38",0
"2272","2_000003ccf46b1ae81f21","Parque Nacional","II - UICN","Punta Espada",82.238,"PARQUE NACIONAL",NA,"38",2011,"2_000003ccf46b1ae81f21_lc38",NA
"2273","2_00007c7c512a2e5a0f70","Monumento Natural","III - UICN","Punta Bayahibe",1.507,"MONUMENTO NATURAL",NA,"38",2011,"2_00007c7c512a2e5a0f70_lc38",NA
"2274","2_00002c96bc8da7a8b6e1","Monumento Natural","III - UICN","Loma la Altagracia o Loma la Enea",0.675,"MONUMENTO NATURAL",NA,"38",2011,"2_00002c96bc8da7a8b6e1_lc38",NA
"2275","2_0000b06cd5eec708891a","PAISAJES PROTEGIDOS","VI - UICN","Vía Panorámica Costa Azul",18.918,"VIA PANORAMICA",NA,"38",2011,"2_0000b06cd5eec708891a_lc38",NA
"2276","2_0000f462fc5d892fc577","Área de Manejo de Hábitat/Especies","IV - UICN","Ría Maimón",4.828,"REFUGIO DE VIDA SILVESTRE",0,"38",2011,"2_0000f462fc5d892fc577_lc38",0
"2277","2_0000fce0c24e1805a613","Área de Manejo de Hábitat/Especies","IV - UICN","Lagunas Redonda y Limón",32.253,"REFUGIO DE VIDA SILVESTRE",NA,"38",2011,"2_0000fce0c24e1805a613_lc38",NA
"2278","2_0000d54a6879b8f1fc77","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",35270.055,"SANTUARIO DE MAMIFEROS MARINOS",NA,"38",2011,"2_0000d54a6879b8f1fc77_lc38",NA
"2279","2_00006a0c56e813dd722b","Monumento Natural","III - UICN","Laguna Gri-Grí",16.151,"MONUMENTO NATURAL",NA,"38",2011,"2_00006a0c56e813dd722b_lc38",NA
"2280","2_0000dc612fd23821a738","Paisaje Protegido","VI - UICN","Mirador del Atlántico",12.116,"VIA PANORAMICA",NA,"38",2011,"2_0000dc612fd23821a738_lc38",NA
"2281","2_0000d41ac81dfc55fa2f","Monumento Natural","III - UICN","Lagunas Cabarete y Goleta",71.801,"MONUMENTO NATURAL",NA,"38",2011,"2_0000d41ac81dfc55fa2f_lc38",NA
"2282","2_0000f2a2d824a008b435","Área de Protección Estricta","Ia - UICN","La Salcedoa",41.216,"RESERVA CIENTIFICA",NA,"38",2011,"2_0000f2a2d824a008b435_lc38",NA
"2283","2_00005eaa06b3665d60ce","Área de Protección Estricta","Ia - UICN","Loma Quita Espuela",75.737,"RESERVA CIENTIFICA",NA,"38",2011,"2_00005eaa06b3665d60ce_lc38",NA
"2284","2_0000a528c46e5f5164f8","Área de Manejo de Hábitat/Especies","IV - UICN","La Gran Laguna o Perucho",7.32,"REFUGIO DE VIDA SILVESTRE",NA,"38",2011,"2_0000a528c46e5f5164f8_lc38",NA
"2285","2_00005c34cbb1800494c4","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.302,"SANTUARIO DE MAMIFEROS MARINOS",NA,"38",2011,"2_00005c34cbb1800494c4_lc38",NA
"2286","2_0000b4cd58c00b7bc103","Área de Protección Estricta","Ia - UICN","Loma Guaconejo",23.371,"RESERVA CIENTIFICA",NA,"38",2011,"2_0000b4cd58c00b7bc103_lc38",NA
"2287","2_000096c4da9fbc478a40","Paisaje Protegido","IV - UICN","Carretera Nagua - Sánchez",16.847,"VIA PANORAMICA",NA,"38",2011,"2_000096c4da9fbc478a40_lc38",NA
"2288","2_000053e64cce0747a976","Área de Manejo de Hábitat/Especies","IV - UICN","Gran Estero",152.16,"REFUGIO DE VIDA SILVESTRE",NA,"38",2011,"2_000053e64cce0747a976_lc38",NA
"2289","2_0000d194531576124c3f","Paisaje Protegido","VI - UICN","Autovia Santo Domingo - Samana - Boulevar del Atlantico",103.411,"VIA PANORAMICA",0.0207510314078896,"38",2011,"2_0000d194531576124c3f_lc38",0
"2290","2_0000cdcb5769a5c302b6","Parque Nacional","II - UICN","Manglares del Bajo Yuna",121.155,"PARQUE NACIONAL",NA,"38",2011,"2_0000cdcb5769a5c302b6_lc38",NA
"2291","2_0000a5d843dbedc0869f","Paisaje Protegido","IV - UICN","Carretera Nagua - Sánchez",0,"VIA PANORAMICA",NA,"38",2011,"2_0000a5d843dbedc0869f_lc38",NA
"2292","2_0000d88e17fd5aa4df25","Monumento Natural","III - UICN","El Saltadero",2.38,"MONUMENTO NATURAL",NA,"38",2011,"2_0000d88e17fd5aa4df25_lc38",NA
"2293","2_0000e41b0f7e2217341d","Monumento Natural","III - UICN","Bosque Húmedo de Río San Juan",1.593,"MONUMENTO NATURAL",NA,"38",2011,"2_0000e41b0f7e2217341d_lc38",NA
"2294","2_000082d1b74ea5e5ceff","Monumento Natural","III - UICN","Cabo Francés Viejo",0.247,"MONUMENTO NATURAL",NA,"38",2011,"2_000082d1b74ea5e5ceff_lc38",NA
"2295","2_0000e5fbd7c3686e678f","Parque Nacional","II - UICN","Cabo Cabrón",35.623,"PARQUE NACIONAL",NA,"38",2011,"2_0000e5fbd7c3686e678f_lc38",NA
"2296","2_00009037f8ad8d850e10","Monumento Natural","III - UICN","Cabo Samaná",9.271,"MONUMENTO NATURAL",NA,"38",2011,"2_00009037f8ad8d850e10_lc38",NA
"2297","2_000077e1942d05f83399","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.265,"SANTUARIO DE MAMIFEROS MARINOS",NA,"38",2011,"2_000077e1942d05f83399_lc38",NA
"2298","2_0000e4a2e995c1356c9a","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.024,"SANTUARIO DE MAMIFEROS MARINOS",NA,"38",2011,"2_0000e4a2e995c1356c9a_lc38",NA
"2299","2_000055fc039a0baf69b9","Monumento Natural","III - UICN","Salto El Limón",16.475,"MONUMENTO NATURAL",NA,"38",2011,"2_000055fc039a0baf69b9_lc38",NA
"2300","2_0000fb2ff63f33523634","Parque Nacional","II - UICN","Los Haitises",631.681,"PARQUE NACIONAL",0.00103222080810547,"38",2011,"2_0000fb2ff63f33523634_lc38",0
"2301","2_0000450ec88e41eeb580","Monumento Natural","III - UICN","Salto de Socoa",68.303,"MONUMENTO NATURAL",0.101191009906006,"38",2011,"2_0000450ec88e41eeb580_lc38",0
"2302","2_0000625886cbbf9a9bd3","Monumento Natural","III - UICN","Salto Grande",14.759,"MONUMENTO NATURAL",0.002526081953125,"38",2011,"2_0000625886cbbf9a9bd3_lc38",0
"2303","2_0000ba6f1866348e0af6","Área de Manejo de Hábitat/Especies","IV - UICN","Manglar de la Jina",52.864,"REFUGIO DE VIDA SILVESTRE",NA,"38",2011,"2_0000ba6f1866348e0af6_lc38",NA
"2304","2_000035a6e2a628dfb43f","Parque Nacional","II - UICN","Saltos de la Jalda",36.434,"PARQUE NACIONAL",NA,"38",2011,"2_000035a6e2a628dfb43f_lc38",NA
"2305","2_0000cd33ee04d148f8aa","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.524,"SANTUARIO DE MAMIFEROS MARINOS",NA,"38",2011,"2_0000cd33ee04d148f8aa_lc38",NA
"2306","2_0000019fb0a460ed7ef0","Monumento Natural","III - UICN","Río Cumayasa y Cueva de las Maravillas",88.76,"MONUMENTO NATURAL",0.00287764293823242,"38",2011,"2_0000019fb0a460ed7ef0_lc38",0
"2307","2_000009be74045b4c63ed","Área de Manejo de Hábitat/Especies","IV - UICN","Río Dulce",1.918,"REFUGIO DE VIDA SILVESTRE",NA,"38",2011,"2_000009be74045b4c63ed_lc38",NA
"2308","2_000021015411349762e6","Área de Manejo de Hábitat/Especies","IV - UICN","Río Soco",11.764,"REFUGIO DE VIDA SILVESTRE",0,"38",2011,"2_000021015411349762e6_lc38",0
"2309","2_0000782d9791f3c30d7e","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Mallén",1.413,"REFUGIO DE VIDA SILVESTRE",0,"38",2011,"2_0000782d9791f3c30d7e_lc38",0
"2310","2_00000f52febce2155485","Área de Manejo de Hábitat/Especies","IV - UICN","Río Higuamo",18.493,"REFUGIO DE VIDA SILVESTRE",0,"38",2011,"2_00000f52febce2155485_lc38",0
"2311","2_00004d333b37f34f86e8","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna San José",0.58,"REFUGIO DE VIDA SILVESTRE",0,"38",2011,"2_00004d333b37f34f86e8_lc38",0
"2312","2_0000260fbb621eacaf31","Parque Nacional","II - UICN","Humedales del Ozama",46.418,"PARQUE NACIONAL",0,"38",2011,"2_0000260fbb621eacaf31_lc38",0
"2313","2_00000444250efbd425f3","AREAS DE MANEJO DE HABITAT/ESPECIES","VI - UICN","Cueva de Los Tres Ojos",0.081,"REFUGIO DE VIDA SILVESTRE",NA,"38",2011,"2_00000444250efbd425f3_lc38",NA
"2314","2_00009543f2dfcde6f4aa","Paisaje Protegido","VI - UICN","Autopista Duarte",10.366,"CORREDOR ECOLOGICO",0,"38",2011,"2_00009543f2dfcde6f4aa_lc38",0
"2315","2_0000e82d1d05abf9898f","Área de Protección Estricta","Ib - UICN","Sierra Prieta",4,"RESERVA BIOLOGICA",NA,"38",2011,"2_0000e82d1d05abf9898f_lc38",NA
"2316","2_0000efb2f67ee8f573d7","Parque Nacional","II - UICN","Aniana Vargas",129.627,"PARQUE NACIONAL",0,"38",2011,"2_0000efb2f67ee8f573d7_lc38",0
"2317","2_000075ad545de44a830a","Monumento Natural","III - UICN","Saltos de Jima",18.564,"MONUMENTO NATURAL",NA,"38",2011,"2_000075ad545de44a830a_lc38",NA
"2318","2_00003e8c02a4e4cfa0c8","Parque Nacional","II - UICN","Montaña La Humeadora",305.408,"PARQUE NACIONAL",0,"38",2011,"2_00003e8c02a4e4cfa0c8_lc38",0
"2319","2_000077501366bc6b0fd3","Reserva Natural","V - UICN","Loma Novillero",12.889,"RESERVA FORESTAL",0,"38",2011,"2_000077501366bc6b0fd3_lc38",0
"2320","2_00005fbfda11a5ee6390","Parque Nacional","II - UICN","Valle Nuevo",906.131,"PARQUE NACIONAL",NA,"38",2011,"2_00005fbfda11a5ee6390_lc38",NA
"2321","2_0000e928b935296be8a7","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó",587.51,"PARQUE NACIONAL",NA,"38",2011,"2_0000e928b935296be8a7_lc38",NA
"2322","2_0000d524ac8d6f750e9b","RESERVAS NATURALES","V - UICN","Hatillo",319.18,"RESERVA FORESTAL",NA,"38",2011,"2_0000d524ac8d6f750e9b_lc38",NA
"2323","2_00002117903385afb872","Paisaje Protegido","VI - UICN","Carretera El Abanico - Constanza",22.746,"VIA PANORAMICA",NA,"38",2011,"2_00002117903385afb872_lc38",NA
"2324","2_0000c009dca2cb3f0f00","Área de Protección Estricta","Ia - UICN","Las Neblinas",40.776,"RESERVA CIENTIFICA",NA,"38",2011,"2_0000c009dca2cb3f0f00_lc38",NA
"2325","2_0000ac903da689fbd039","Área de Protección Estricta","Ia - UICN","Ébano Verde",29.899,"RESERVA CIENTIFICA",NA,"38",2011,"2_0000ac903da689fbd039_lc38",NA
"2326","2_0000a41b7df193a309f3","Monumento Natural","III - UICN","Salto de Jimenoa",17.431,"MONUMENTO NATURAL",NA,"38",2011,"2_0000a41b7df193a309f3_lc38",NA
"2327","2_0000193c3762839caaeb","Paisaje Protegido","VI - UICN","Guagui",41.474,"AREA NACIONAL DE RECREO",NA,"38",2011,"2_0000193c3762839caaeb_lc38",NA
"2328","2_00009a59228fd616ceb0","Paisaje Protegido","VI - UICN","Carretera Bayacanes-Jarabacoa",16.227,"VIA PANORAMICA",NA,"38",2011,"2_00009a59228fd616ceb0_lc38",NA
"2329","2_0000d5b368408a3dd11d","Parque Nacional","II - UICN","Baiguate",52.427,"PARQUE NACIONAL",NA,"38",2011,"2_0000d5b368408a3dd11d_lc38",NA
"2330","2_0000b8391591d501c34e","Parque Nacional","II - UICN","Armando Bermúdez",802.55,"PARQUE NACIONAL",NA,"38",2011,"2_0000b8391591d501c34e_lc38",NA
"2331","2_00009c346b8616af116a","Parque Nacional","II - UICN","José del Carmen Ramírez",749.758,"PARQUE NACIONAL",NA,"38",2011,"2_00009c346b8616af116a_lc38",NA
"2332","2_000058c137fd6691da43","Reserva Natural","V - UICN","Alto bao",262.582,"RESERVA FORESTAL",NA,"38",2011,"2_000058c137fd6691da43_lc38",NA
