"","system.index","CATEGORIA","COD_UICN","NOMBRE","SQ_KM","SUBCAT","sqKmBurned","landCoverCode","year","key"
"2855","2_000089ce49ef107125ba","Monumento Natural","III - UICN","Salto de La Damajagua",5.526,"MONUMENTO NATURAL",NA,"40",2009,"2_000089ce49ef107125ba_lc40"
"2856","2_0000201a330e4d485f8b","Parque Nacional","II - UICN","La Hispaniola",0,"PARQUE NACIONAL",NA,"40",2009,"2_0000201a330e4d485f8b_lc40"
"2857","2_00001842bfd669ef0112","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_00001842bfd669ef0112_lc40"
"2858","2_000016221aff5d185318","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_000016221aff5d185318_lc40"
"2859","2_0000ed5220f882efc1b6","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_0000ed5220f882efc1b6_lc40"
"2860","2_000020883b0a537fd098","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.1,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_000020883b0a537fd098_lc40"
"2861","2_0000bfad6b8bd304a9ce","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_0000bfad6b8bd304a9ce_lc40"
"2862","2_0000c62e6a5bb287626f","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_0000c62e6a5bb287626f_lc40"
"2863","2_00007ac82954256a02c7","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.011,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_00007ac82954256a02c7_lc40"
"2864","2_00004ae68a389f949498","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_00004ae68a389f949498_lc40"
"2865","2_00004ab515037238d832","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"40",2009,"2_00004ab515037238d832_lc40"
"2866","2_000051671fc009131ce3","Paisaje Protegido","VI - UICN","Entrada de Mao",54.367,"VIA PANORAMICA",NA,"40",2009,"2_000051671fc009131ce3_lc40"
"2867","2_0000f9514c545894c37c","Parque Nacional","II - UICN","Picky Lora",112.276,"PARQUE NACIONAL",NA,"40",2009,"2_0000f9514c545894c37c_lc40"
"2868","2_0000cbddd9fb265c6f27","Monumento Natural","III - UICN","Diego de Ocampo",25.344,"MONUMENTO NATURAL",NA,"40",2009,"2_0000cbddd9fb265c6f27_lc40"
"2869","2_00007862393053c11690","Monumento Natural","III - UICN","La Tinaja",29.519,"MONUMENTO NATURAL",NA,"40",2009,"2_00007862393053c11690_lc40"
"2870","2_0000c010c0482b7d1e56","Paisaje Protegido","VI - UICN","Carretera Santiago - La Cumbre - Puerto Plata",20.98,"VIA PANORAMICA",NA,"40",2009,"2_0000c010c0482b7d1e56_lc40"
"2871","2_00001abdd7635f769e12","Monumento Natural","III - UICN","La Ceiba",0.008,"MONUMENTO NATURAL",NA,"40",2009,"2_00001abdd7635f769e12_lc40"
"2872","2_0000710ddb2eeceb6ad3","Área de Protección Estricta","Ia - UICN","Dicayagua",1.146,"RESERVA CIENTIFICA",NA,"40",2009,"2_0000710ddb2eeceb6ad3_lc40"
"2873","2_00006e10ac563b6026cb","Monumento Natural","III - UICN","Loma Isabel de Torres",16.605,"MONUMENTO NATURAL",NA,"40",2009,"2_00006e10ac563b6026cb_lc40"
"2874","2_0000930bf269bf6132dd","Monumento Natural","III - UICN","Los Cacheos",55.77,"MONUMENTO NATURAL",NA,"40",2009,"2_0000930bf269bf6132dd_lc40"
"2875","2_00001076cc0dbf02a873","Monumento Natural","III - UICN","Las Caobas",105.472,"MONUMENTO NATURAL",NA,"40",2009,"2_00001076cc0dbf02a873_lc40"
"2876","2_000013948a662e11f76e","Parque Nacional","II - UICN","Lago Enriquillo e Isla Cabritos",404.934,"PARQUE NACIONAL",NA,"40",2009,"2_000013948a662e11f76e_lc40"
"2877","2_00009037357626787af3","Monumento Natural","III - UICN","Manantiales de Las Barías",1.238,"MONUMENTO NATURAL",NA,"40",2009,"2_00009037357626787af3_lc40"
"2878","2_0000d40380d6a203639e","Monumento Natural","III - UICN","Manantiales de Las Barías",0,"MONUMENTO NATURAL",NA,"40",2009,"2_0000d40380d6a203639e_lc40"
"2879","2_0000f8bd717b84eaf95f","Área de Protección Estricta","Ib - UICN","Loma Charco Azul",174.189,"RESERVA BIOLOGICA",NA,"40",2009,"2_0000f8bd717b84eaf95f_lc40"
"2880","2_0000b976ab335384d796","Parque Nacional","II - UICN","Sierra de Bahoruco",1092.27,"PARQUE NACIONAL",NA,"40",2009,"2_0000b976ab335384d796_lc40"
"2881","2_0000daaed3084ee2efdf","Parque Nacional","II - UICN","Jaragua",1535.015,"PARQUE NACIONAL",NA,"40",2009,"2_0000daaed3084ee2efdf_lc40"
"2882","2_0000b355f0bea1f5565b","Paisaje Protegido","VI - UICN","Playa de Cabo Rojo - Pedernales",17.517,"AREA NACIONAL DE RECREO",NA,"40",2009,"2_0000b355f0bea1f5565b_lc40"
"2883","2_000063c12bd4075f6f78","Paisaje Protegido","VI - UICN","Mirador del Paraíso",21.359,"VIA PANORAMICA",NA,"40",2009,"2_000063c12bd4075f6f78_lc40"
"2884","2_0000228295ccf706523d","Área de Manejo de Hábitat/Especies","IV - UICN","Arrecifes del Suroeste",2707.428,"SANTUARIO MARINO",NA,"40",2009,"2_0000228295ccf706523d_lc40"
"2885","2_0000329a90bc16ab6b31","Área de Manejo de Hábitat/Especies","III - UICN","Monumento Natural Miguel Domingo Fuerte",33.529,"REFUGIO DE VIDA SILVESTRE",NA,"40",2009,"2_0000329a90bc16ab6b31_lc40"
"2886","2_0000f36b60883ecf46f3","Paisaje Protegido","VI - UICN","Carretera Cabral - Polo",10.156,"VIA PANORAMICA",NA,"40",2009,"2_0000f36b60883ecf46f3_lc40"
"2887","2_0000c39feb1e32715a4c","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Cabral o Rincón",56.035,"REFUGIO DE VIDA SILVESTRE",NA,"40",2009,"2_0000c39feb1e32715a4c_lc40"
"2888","2_000073bdf19394f4dbf3","Parque Nacional","II - UICN","La Gran Sabana",219.576,"PARQUE NACIONAL",NA,"40",2009,"2_000073bdf19394f4dbf3_lc40"
"2889","2_0000f25b62449a8127e2","Monumento Natural","III - UICN","Las Marías",4.505,"MONUMENTO NATURAL",NA,"40",2009,"2_0000f25b62449a8127e2_lc40"
"2890","2_0000aaf22e4a1778d2fe","Parque Nacional","II - UICN","Sierra Martín García",261.503,"PARQUE NACIONAL",NA,"40",2009,"2_0000aaf22e4a1778d2fe_lc40"
"2891","2_00006d71f3302d656ffd","Área de Manejo de Hábitat/Especies","IV - UICN","Humedales del Bajo Yaque del Sur",58.462,"REFUGIO DE VIDA SILVESTRE",NA,"40",2009,"2_00006d71f3302d656ffd_lc40"
"2892","2_000013fc60e8e64f2222","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó Mar",587.51,"PARQUE NACIONAL",NA,"40",2009,"2_000013fc60e8e64f2222_lc40"
"2893","2_0000f715b6624dfea4a3","Área de Manejo de Hábitat/Especies","IV - UICN","Manglares de Puerto Viejo",11.134,"REFUGIO DE VIDA SILVESTRE",NA,"40",2009,"2_0000f715b6624dfea4a3_lc40"
"2894","2_0000e81eb0fb46a080fc","Reserva Natural","V - UICN","Loma El 20",0,"RESERVA FORESTAL",NA,"40",2009,"2_0000e81eb0fb46a080fc_lc40"
"2895","2_0000fc578a88ccdcc327","Monumento Natural","III - UICN","Las Dunas de las Calderas",17.479,"MONUMENTO NATURAL",NA,"40",2009,"2_0000fc578a88ccdcc327_lc40"
"2896","2_0000ac2646d4a6099d21","Paisaje Protegido","VI - UICN","Playa Larga",15,"AREA NACIONAL DE RECREO",NA,"40",2009,"2_0000ac2646d4a6099d21_lc40"
"2897","2_0000c38714327f80e05d","Paisaje Protegido","VI - UICN","Playa Blanca",6.663,"AREA NACIONAL DE RECREO",NA,"40",2009,"2_0000c38714327f80e05d_lc40"
"2898","2_00002d1be82f4bcd74c6","Paisaje Protegido","VI - UICN","Bahía de las Águilas",39.89,"AREA NACIONAL DE RECREO",NA,"40",2009,"2_00002d1be82f4bcd74c6_lc40"
"2899","2_0000db6f74a1140a48ec","Paisaje Protegido","VI - UICN","Autopista 6 de Noviembre",3.64,"CORREDOR ECOLOGICO",NA,"51",2009,"2_0000db6f74a1140a48ec_lc51"
"2900","2_0000c451075b23e5802d","Paisaje Protegido","VI - UICN","Autopista 6 de Noviembre",3.64,"CORREDOR ECOLOGICO",NA,"51",2009,"2_0000c451075b23e5802d_lc51"
"2901","2_0000bf93afe62ed07a2c","Reserva Natural","V - UICN","Cerro de Bocanigua",29.208,"RESERVA FORESTAL",NA,"51",2009,"2_0000bf93afe62ed07a2c_lc51"
"2902","2_00000ff7eb15b950099d","Monumento Natural","III - UICN","Don Rafael Herrera Cabral",0.495,"AREA DE PROTECCION ESPECIAL",NA,"51",2009,"2_00000ff7eb15b950099d_lc51"
"2903","2_0000fa283ee10d34e2a8","Parque Nacional","II - UICN","Máximo Gómez",42.295,"PARQUE NACIONAL",NA,"51",2009,"2_0000fa283ee10d34e2a8_lc51"
"2904","2_00004c9de295cee01390","Parque Nacional","II - UICN","Luis Quin",197.294,"PARQUE NACIONAL",NA,"51",2009,"2_00004c9de295cee01390_lc51"
"2905","2_00004e3d4ddc6137c059","Área de Protección Estricta","Ia - UICN","Loma Barbacoa",13.708,"RESERVA CIENTIFICA",NA,"51",2009,"2_00004e3d4ddc6137c059_lc51"
"2906","2_00003d834babc82df9c7","Monumento Natural","III - UICN","Reserva Antropológica Cuevas de Borbón o del Pomier",5.022,"MONUMENTO NATURAL",NA,"51",2009,"2_00003d834babc82df9c7_lc51"
"2907","2_000016ca712539e81bfc","Paisaje Protegido","V - UICN","Boca de Nigua",5.815,"AREA NACIONAL DE RECREO",NA,"51",2009,"2_000016ca712539e81bfc_lc51"
"2908","2_0000fcf7e3fe8b2b437b","Parque Nacional","II - UICN","Submarino La Caleta",11.153,"PARQUE NACIONAL SUBMARINO",NA,"51",2009,"2_0000fcf7e3fe8b2b437b_lc51"
"2909","2_0000764c442957d5ae5b","Paisaje Protegido","VI - UICN","Autopista Juan Bosch",5.556,"CORREDOR ECOLOGICO",NA,"51",2009,"2_0000764c442957d5ae5b_lc51"
"2910","2_0000f8c06163f8b84756","Área de Manejo de Hábitat/Especies","IV - UICN","Arrecifes del Sureste",7860.712,"SANTUARIO MARINO",NA,"51",2009,"2_0000f8c06163f8b84756_lc51"
"2911","2_000020f3c6a1c4dc9cab","Monumento Natural","III - UICN","Isla Catalina",16.239,"MONUMENTO NATURAL",NA,"51",2009,"2_000020f3c6a1c4dc9cab_lc51"
"2912","2_0000039059b3d9d553f4","Paisaje Protegido","VI - UICN","Guaraguao - Punta Catuano",18.595,"AREA NACIONAL DE RECREO",NA,"51",2009,"2_0000039059b3d9d553f4_lc51"
"2913","2_0000fd9913b1b9492eed","Parque Nacional","II - UICN","Cotubanamá  (Del Este)",796.405,"PARQUE NACIONAL",NA,"51",2009,"2_0000fd9913b1b9492eed_lc51"
"2914","2_0000e0ce5136adb372f8","Área de Manejo de Hábitat/Especies","IV - UICN","Lagunas de Bávaro y El Caletón",6.4,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_0000e0ce5136adb372f8_lc51"
"2915","2_00000ebf3113d6c1215e","Monumento Natural","III - UICN","Hoyo Claro",39.296,"MONUMENTO NATURAL",NA,"51",2009,"2_00000ebf3113d6c1215e_lc51"
"2916","2_000003ccf46b1ae81f21","Parque Nacional","II - UICN","Punta Espada",82.238,"PARQUE NACIONAL",NA,"51",2009,"2_000003ccf46b1ae81f21_lc51"
"2917","2_00007c7c512a2e5a0f70","Monumento Natural","III - UICN","Punta Bayahibe",1.507,"MONUMENTO NATURAL",NA,"51",2009,"2_00007c7c512a2e5a0f70_lc51"
"2918","2_00002c96bc8da7a8b6e1","Monumento Natural","III - UICN","Loma la Altagracia o Loma la Enea",0.675,"MONUMENTO NATURAL",NA,"51",2009,"2_00002c96bc8da7a8b6e1_lc51"
"2919","2_0000b06cd5eec708891a","PAISAJES PROTEGIDOS","VI - UICN","Vía Panorámica Costa Azul",18.918,"VIA PANORAMICA",NA,"51",2009,"2_0000b06cd5eec708891a_lc51"
"2920","2_0000f462fc5d892fc577","Área de Manejo de Hábitat/Especies","IV - UICN","Ría Maimón",4.828,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_0000f462fc5d892fc577_lc51"
"2921","2_0000fce0c24e1805a613","Área de Manejo de Hábitat/Especies","IV - UICN","Lagunas Redonda y Limón",32.253,"REFUGIO DE VIDA SILVESTRE",0,"51",2009,"2_0000fce0c24e1805a613_lc51"
"2922","2_0000d54a6879b8f1fc77","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",35270.055,"SANTUARIO DE MAMIFEROS MARINOS",NA,"51",2009,"2_0000d54a6879b8f1fc77_lc51"
"2923","2_00006a0c56e813dd722b","Monumento Natural","III - UICN","Laguna Gri-Grí",16.151,"MONUMENTO NATURAL",NA,"51",2009,"2_00006a0c56e813dd722b_lc51"
"2924","2_0000dc612fd23821a738","Paisaje Protegido","VI - UICN","Mirador del Atlántico",12.116,"VIA PANORAMICA",NA,"51",2009,"2_0000dc612fd23821a738_lc51"
"2925","2_0000d41ac81dfc55fa2f","Monumento Natural","III - UICN","Lagunas Cabarete y Goleta",71.801,"MONUMENTO NATURAL",NA,"51",2009,"2_0000d41ac81dfc55fa2f_lc51"
"2926","2_0000f2a2d824a008b435","Área de Protección Estricta","Ia - UICN","La Salcedoa",41.216,"RESERVA CIENTIFICA",NA,"51",2009,"2_0000f2a2d824a008b435_lc51"
"2927","2_00005eaa06b3665d60ce","Área de Protección Estricta","Ia - UICN","Loma Quita Espuela",75.737,"RESERVA CIENTIFICA",0,"51",2009,"2_00005eaa06b3665d60ce_lc51"
"2928","2_0000a528c46e5f5164f8","Área de Manejo de Hábitat/Especies","IV - UICN","La Gran Laguna o Perucho",7.32,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_0000a528c46e5f5164f8_lc51"
"2929","2_00005c34cbb1800494c4","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.302,"SANTUARIO DE MAMIFEROS MARINOS",NA,"51",2009,"2_00005c34cbb1800494c4_lc51"
"2930","2_0000b4cd58c00b7bc103","Área de Protección Estricta","Ia - UICN","Loma Guaconejo",23.371,"RESERVA CIENTIFICA",NA,"51",2009,"2_0000b4cd58c00b7bc103_lc51"
"2931","2_000096c4da9fbc478a40","Paisaje Protegido","IV - UICN","Carretera Nagua - Sánchez",16.847,"VIA PANORAMICA",0,"51",2009,"2_000096c4da9fbc478a40_lc51"
"2932","2_000053e64cce0747a976","Área de Manejo de Hábitat/Especies","IV - UICN","Gran Estero",152.16,"REFUGIO DE VIDA SILVESTRE",0,"51",2009,"2_000053e64cce0747a976_lc51"
"2933","2_0000d194531576124c3f","Paisaje Protegido","VI - UICN","Autovia Santo Domingo - Samana - Boulevar del Atlantico",103.411,"VIA PANORAMICA",0,"51",2009,"2_0000d194531576124c3f_lc51"
"2934","2_0000cdcb5769a5c302b6","Parque Nacional","II - UICN","Manglares del Bajo Yuna",121.155,"PARQUE NACIONAL",NA,"51",2009,"2_0000cdcb5769a5c302b6_lc51"
"2935","2_0000a5d843dbedc0869f","Paisaje Protegido","IV - UICN","Carretera Nagua - Sánchez",0,"VIA PANORAMICA",NA,"51",2009,"2_0000a5d843dbedc0869f_lc51"
"2936","2_0000d88e17fd5aa4df25","Monumento Natural","III - UICN","El Saltadero",2.38,"MONUMENTO NATURAL",NA,"51",2009,"2_0000d88e17fd5aa4df25_lc51"
"2937","2_0000e41b0f7e2217341d","Monumento Natural","III - UICN","Bosque Húmedo de Río San Juan",1.593,"MONUMENTO NATURAL",NA,"51",2009,"2_0000e41b0f7e2217341d_lc51"
"2938","2_000082d1b74ea5e5ceff","Monumento Natural","III - UICN","Cabo Francés Viejo",0.247,"MONUMENTO NATURAL",NA,"51",2009,"2_000082d1b74ea5e5ceff_lc51"
"2939","2_0000e5fbd7c3686e678f","Parque Nacional","II - UICN","Cabo Cabrón",35.623,"PARQUE NACIONAL",NA,"51",2009,"2_0000e5fbd7c3686e678f_lc51"
"2940","2_00009037f8ad8d850e10","Monumento Natural","III - UICN","Cabo Samaná",9.271,"MONUMENTO NATURAL",NA,"51",2009,"2_00009037f8ad8d850e10_lc51"
"2941","2_000077e1942d05f83399","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.265,"SANTUARIO DE MAMIFEROS MARINOS",NA,"51",2009,"2_000077e1942d05f83399_lc51"
"2942","2_0000e4a2e995c1356c9a","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.024,"SANTUARIO DE MAMIFEROS MARINOS",NA,"51",2009,"2_0000e4a2e995c1356c9a_lc51"
"2943","2_000055fc039a0baf69b9","Monumento Natural","III - UICN","Salto El Limón",16.475,"MONUMENTO NATURAL",NA,"51",2009,"2_000055fc039a0baf69b9_lc51"
"2944","2_0000fb2ff63f33523634","Parque Nacional","II - UICN","Los Haitises",631.681,"PARQUE NACIONAL",0,"51",2009,"2_0000fb2ff63f33523634_lc51"
"2945","2_0000450ec88e41eeb580","Monumento Natural","III - UICN","Salto de Socoa",68.303,"MONUMENTO NATURAL",0,"51",2009,"2_0000450ec88e41eeb580_lc51"
"2946","2_0000625886cbbf9a9bd3","Monumento Natural","III - UICN","Salto Grande",14.759,"MONUMENTO NATURAL",NA,"51",2009,"2_0000625886cbbf9a9bd3_lc51"
"2947","2_0000ba6f1866348e0af6","Área de Manejo de Hábitat/Especies","IV - UICN","Manglar de la Jina",52.864,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_0000ba6f1866348e0af6_lc51"
"2948","2_000035a6e2a628dfb43f","Parque Nacional","II - UICN","Saltos de la Jalda",36.434,"PARQUE NACIONAL",NA,"51",2009,"2_000035a6e2a628dfb43f_lc51"
"2949","2_0000cd33ee04d148f8aa","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.524,"SANTUARIO DE MAMIFEROS MARINOS",NA,"51",2009,"2_0000cd33ee04d148f8aa_lc51"
"2950","2_0000019fb0a460ed7ef0","Monumento Natural","III - UICN","Río Cumayasa y Cueva de las Maravillas",88.76,"MONUMENTO NATURAL",0,"51",2009,"2_0000019fb0a460ed7ef0_lc51"
"2951","2_000009be74045b4c63ed","Área de Manejo de Hábitat/Especies","IV - UICN","Río Dulce",1.918,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_000009be74045b4c63ed_lc51"
"2952","2_000021015411349762e6","Área de Manejo de Hábitat/Especies","IV - UICN","Río Soco",11.764,"REFUGIO DE VIDA SILVESTRE",0,"51",2009,"2_000021015411349762e6_lc51"
"2953","2_0000782d9791f3c30d7e","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Mallén",1.413,"REFUGIO DE VIDA SILVESTRE",0,"51",2009,"2_0000782d9791f3c30d7e_lc51"
"2954","2_00000f52febce2155485","Área de Manejo de Hábitat/Especies","IV - UICN","Río Higuamo",18.493,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_00000f52febce2155485_lc51"
"2955","2_00004d333b37f34f86e8","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna San José",0.58,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_00004d333b37f34f86e8_lc51"
"2956","2_0000260fbb621eacaf31","Parque Nacional","II - UICN","Humedales del Ozama",46.418,"PARQUE NACIONAL",0,"51",2009,"2_0000260fbb621eacaf31_lc51"
"2957","2_00000444250efbd425f3","AREAS DE MANEJO DE HABITAT/ESPECIES","VI - UICN","Cueva de Los Tres Ojos",0.081,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_00000444250efbd425f3_lc51"
"2958","2_00009543f2dfcde6f4aa","Paisaje Protegido","VI - UICN","Autopista Duarte",10.366,"CORREDOR ECOLOGICO",NA,"51",2009,"2_00009543f2dfcde6f4aa_lc51"
"2959","2_0000e82d1d05abf9898f","Área de Protección Estricta","Ib - UICN","Sierra Prieta",4,"RESERVA BIOLOGICA",NA,"51",2009,"2_0000e82d1d05abf9898f_lc51"
"2960","2_0000efb2f67ee8f573d7","Parque Nacional","II - UICN","Aniana Vargas",129.627,"PARQUE NACIONAL",0,"51",2009,"2_0000efb2f67ee8f573d7_lc51"
"2961","2_000075ad545de44a830a","Monumento Natural","III - UICN","Saltos de Jima",18.564,"MONUMENTO NATURAL",NA,"51",2009,"2_000075ad545de44a830a_lc51"
"2962","2_00003e8c02a4e4cfa0c8","Parque Nacional","II - UICN","Montaña La Humeadora",305.408,"PARQUE NACIONAL",NA,"51",2009,"2_00003e8c02a4e4cfa0c8_lc51"
"2963","2_000077501366bc6b0fd3","Reserva Natural","V - UICN","Loma Novillero",12.889,"RESERVA FORESTAL",NA,"51",2009,"2_000077501366bc6b0fd3_lc51"
"2964","2_00005fbfda11a5ee6390","Parque Nacional","II - UICN","Valle Nuevo",906.131,"PARQUE NACIONAL",NA,"51",2009,"2_00005fbfda11a5ee6390_lc51"
"2965","2_0000e928b935296be8a7","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó",587.51,"PARQUE NACIONAL",NA,"51",2009,"2_0000e928b935296be8a7_lc51"
"2966","2_0000d524ac8d6f750e9b","RESERVAS NATURALES","V - UICN","Hatillo",319.18,"RESERVA FORESTAL",NA,"51",2009,"2_0000d524ac8d6f750e9b_lc51"
"2967","2_00002117903385afb872","Paisaje Protegido","VI - UICN","Carretera El Abanico - Constanza",22.746,"VIA PANORAMICA",NA,"51",2009,"2_00002117903385afb872_lc51"
"2968","2_0000c009dca2cb3f0f00","Área de Protección Estricta","Ia - UICN","Las Neblinas",40.776,"RESERVA CIENTIFICA",0,"51",2009,"2_0000c009dca2cb3f0f00_lc51"
"2969","2_0000ac903da689fbd039","Área de Protección Estricta","Ia - UICN","Ébano Verde",29.899,"RESERVA CIENTIFICA",NA,"51",2009,"2_0000ac903da689fbd039_lc51"
"2970","2_0000a41b7df193a309f3","Monumento Natural","III - UICN","Salto de Jimenoa",17.431,"MONUMENTO NATURAL",NA,"51",2009,"2_0000a41b7df193a309f3_lc51"
"2971","2_0000193c3762839caaeb","Paisaje Protegido","VI - UICN","Guagui",41.474,"AREA NACIONAL DE RECREO",NA,"51",2009,"2_0000193c3762839caaeb_lc51"
"2972","2_00009a59228fd616ceb0","Paisaje Protegido","VI - UICN","Carretera Bayacanes-Jarabacoa",16.227,"VIA PANORAMICA",NA,"51",2009,"2_00009a59228fd616ceb0_lc51"
"2973","2_0000d5b368408a3dd11d","Parque Nacional","II - UICN","Baiguate",52.427,"PARQUE NACIONAL",NA,"51",2009,"2_0000d5b368408a3dd11d_lc51"
"2974","2_0000b8391591d501c34e","Parque Nacional","II - UICN","Armando Bermúdez",802.55,"PARQUE NACIONAL",NA,"51",2009,"2_0000b8391591d501c34e_lc51"
"2975","2_00009c346b8616af116a","Parque Nacional","II - UICN","José del Carmen Ramírez",749.758,"PARQUE NACIONAL",NA,"51",2009,"2_00009c346b8616af116a_lc51"
"2976","2_000058c137fd6691da43","Reserva Natural","V - UICN","Alto bao",262.582,"RESERVA FORESTAL",NA,"51",2009,"2_000058c137fd6691da43_lc51"
"2977","2_0000c5755af7c8e60712","Parque Nacional","II - UICN","Manolo Tavarez Justo",351.727,"PARQUE NACIONAL",NA,"51",2009,"2_0000c5755af7c8e60712_lc51"
"2978","2_000021295758d2f5ec63","Reserva Natural","V - UICN","Alto Mao",210.115,"RESERVA FORESTAL",NA,"51",2009,"2_000021295758d2f5ec63_lc51"
"2979","2_00003b22da69d14df7b5","Reserva Natural","V - UICN","Guanito",68.945,"RESERVA FORESTAL",NA,"51",2009,"2_00003b22da69d14df7b5_lc51"
"2980","2_00009e17e4b60d308897","Reserva Natural","V - UICN","Arroyo Cano",23.899,"RESERVA FORESTAL",NA,"51",2009,"2_00009e17e4b60d308897_lc51"
"2981","2_00004722907bd72f7ed9","Reserva Natural","V - UICN","Villarpando",79.551,"RESERVA FORESTAL",NA,"51",2009,"2_00004722907bd72f7ed9_lc51"
"2982","2_000083c1408c82a3d250","RESERVAS NATURALES","V - UICN","Barrero",310.642,"RESERVA FORESTAL",NA,"51",2009,"2_000083c1408c82a3d250_lc51"
"2983","2_0000d1fda9eb311324b3","Parque Nacional","II - UICN","Anacaona",538.931,"PARQUE NACIONAL",NA,"51",2009,"2_0000d1fda9eb311324b3_lc51"
"2984","2_0000c7e25551cf31d5f4","RESERVAS NATURALES","V - UICN","Cabeza de Toro",375.619,"RESERVA FORESTAL",NA,"51",2009,"2_0000c7e25551cf31d5f4_lc51"
"2985","2_0000e4f5edfbaeb81658","Parque Nacional","II - UICN","Sierra de Neiba",183,"PARQUE NACIONAL",NA,"51",2009,"2_0000e4f5edfbaeb81658_lc51"
"2986","2_0000834349b2e6e5402f","Monumento Natural","III - UICN","Cerro de San Francisco",4.025,"MONUMENTO NATURAL",NA,"51",2009,"2_0000834349b2e6e5402f_lc51"
"2987","2_0000b2b9f5eb60eb3439","Parque Nacional","II - UICN","Nalga de Maco",165.849,"PARQUE NACIONAL",NA,"51",2009,"2_0000b2b9f5eb60eb3439_lc51"
"2988","2_0000eb7589384e5e0b1a","Reserva Natural","V - UICN","Río Cana",259.947,"RESERVA FORESTAL",NA,"51",2009,"2_0000eb7589384e5e0b1a_lc51"
"2989","2_00005e7c18e63314a3aa","Área de Manejo de Hábitat/Especies","IV - UICN","Cañón Río Gurabo",30.16,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_00005e7c18e63314a3aa_lc51"
"2990","2_000015ba4167cd27b617","Reserva Natural","V - UICN","Las Matas",47.777,"RESERVA FORESTAL",NA,"51",2009,"2_000015ba4167cd27b617_lc51"
"2991","2_0000697901ae10cfa05c","Área de Manejo de Hábitat/Especies","IV - UICN","Río Chacuey",38.774,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_0000697901ae10cfa05c_lc51"
"2992","2_0000c2339b4d30fe257c","Reserva Natural","V - UICN","Cerro Chacuey",51.893,"RESERVA FORESTAL",NA,"51",2009,"2_0000c2339b4d30fe257c_lc51"
"2993","2_0000d9f741199f6894b8","Parque Nacional","II - UICN","Manglares de Estero Balsa",56.546,"PARQUE NACIONAL",NA,"51",2009,"2_0000d9f741199f6894b8_lc51"
"2994","2_000057ef882f5c589930","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Saladilla",31.114,"REFUGIO DE VIDA SILVESTRE",NA,"51",2009,"2_000057ef882f5c589930_lc51"
"2995","2_00009778b97e97dca431","Reserva Natural","V - UICN","Cayuco",5.039,"RESERVA FORESTAL",NA,"51",2009,"2_00009778b97e97dca431_lc51"
"2996","2_0000ffd440f16e9b1ae7","Parque Nacional","II - UICN","El Morro",18.363,"PARQUE NACIONAL",NA,"51",2009,"2_0000ffd440f16e9b1ae7_lc51"
